wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,246095,208,0,1724,-0.047,0.78,0.708,13.02,2.63,4.51,F
,246096,198,0,1893,-0.039,0.788,0.708,12.30,1.07,4.84,F
,246097,207,0,1926,-0.039,0.784,0.727,13.17,0.02,6.13,F
,246102,206,0,1843,-0.003,0.797,0.703,2.91,0.8,7.56,F
,2461031,203,0,830,-0.018,0.788,0.670,25.34,0.16,7.23,F
,246105,205,0,1855,-0.019,0.791,0.646,25.97,-2.32,6.26,F
,2461101,210,0,007,-0.014,0.79,0.615,17.33,-4.62,10.8,F
,2461131,206,0,1869,0.08,0.820,0.603,9.89,-1.00,17.12,
,2461191,208,0,1946,0.07,0.693,0.687,-12.75,-10.94,18.3,F
,246120,203,0,854,0.104,0.678,0.676,-1.80,-1.23,17.6,F
,246126,208,0,899,0.128,0.683,0.692,9.29,6.65,2.26,F
,2461291,206,0,1921,0.07,0.775,0.763,26.78,13.62,-0.12,F
,2461311,207,0,979,0.044,0.843,0.806,31.63,13.8,-1.64,F
,2461321,206,0,1953,0.016,0.850,0.818,34.64,11.93,-0.73,F
,2461331,207,0,1914,0.04,0.867,0.821,35.54,10.86,1.30,F
,2461351,206,0,939,0.001,0.854,0.851,38.76,10.65,4.08,F
,246136,208,0,722,0.004,0.852,0.867,41.71,12.03,6.05,
,246138,206,0,1708,-0.039,0.82,0.873,40.09,8.7,7.67,
,2461391,202,0,846,-0.052,0.804,0.883,7.92,2.62,7.82,F
,2461411,203,0,1840,-0.053,0.747,0.855,29.25,-12.50,2.5,F
,246142,206,0,000,-0.050,0.707,0.839,29.10,-18.38,0.94,F
,2461441,203,0,1872,-0.038,0.657,0.831,33.62,-15.75,-1.58,F
,2461461,205,0,55,-0.08,0.689,0.826,39.04,-6.5,1.10,F
,246149,204,0,035,-0.228,0.610,0.800,8.32,-15.05,6.6,F
,2461501,207,0,2128,-0.66,0.689,0.777,21.55,-2.10,1.39,F
,2461511,208,0,2070,-0.44,0.681,0.779,14.93,-3.87,-1.6,F
,2461521,208,0,101,-0.116,0.675,0.778,8.38,-42.65,-6.8,F
,246153,207,0,2171,-0.047,0.743,0.755,19.81,-4.36,-1520,F
,246154,208,0,2061,-0.28,0.720,0.722,21.65,-46.87,-16.30,F
,246155,208,0,194,-0.04,0.722,0.690,24.36,-4.88,-18.82,F
,246158,208,0,1856,-0.035,0.815,0.657,5.68,-38.48,-1458,F
,2461591,208,0,070,-0.026,0.816,0.654,11.04,-3.35,-1042,F
,246160,208,0,952,0.012,0.855,0.641,3.77,-42.21,-8.83,F
,246161,208,0,1821,-0.12,0.836,0.625,-4.51,-4.47,-5.2,F
,246162,208,0,2096,0.008,0.814,0.628,-12.25,-5.43,-5.4,F
,246164,208,0,2047,0.01,0.791,0.592,-23.29,-6.06,-8.13,F
,246166,208,0,1902,0.083,0.760,0.587,-26.16,-6.24,-17.14,F
,2461671,209,0,882,0.098,0.712,0.547,-26.00,-68.80,-21.23,F
,246169,208,0,1903,0.107,0.718,0.567,-19.68,-6.41,-27.38,F
,2461701,207,0,1869,0.135,0.685,0.533,-5.00,-62.67,-2789,F
,246171,208,0,1703,0.142,0.670,0.508,-8.09,-5566,-29.46,F
,246172,208,0,939,0.167,0.702,0.503,0.49,-47.67,-30.96,F
,246173,206,0,1904,0.164,0.679,0.481,6.62,-40.0,-32.96,F
,246175,208,0,851,0.225,0.717,0.413,20.79,-3340,-40.82,F
,246176,210,0,1869,0.231,0.757,0.385,23.36,-31.28,-45.00,F
,2461771,207,0,2117,0.214,0.758,0.371,19.40,-31.34,-47.51,F
,2461781,208,0,1805,-0.004,0.885,0.490,18.07,-33.81,-58.36,F
,246179,208,0,712,0.18,0.840,0.472,17.10,-38.18,-60.4,F
,2461801,208,0,846,0.143,0.837,0.358,0.61,-36.0,-59.4,F
,2461811,208,0,833,0.173,0.848,0.296,-13.27,-38.53,-59.42,F
,246182,207,0,1877,0.11,0.850,0.321,-21.33,-4.91,-5693,F
,2461831,207,0,1872,0.175,0.837,0.337,-25.82,-42.32,-53.20,F
,2461851,203,0,803,0.234,0.829,0.384,-28.11,-3.61,-44.62,F
,246186,208,0,1903,0.23,0.829,0.352,-29.29,-29.98,-4236,F
,246187,204,0,904,0.34,0.817,0.338,-27.36,-24.79,-4229,F
,2461891,204,0,1857,0.272,0.757,0.354,-24.92,-27.66,-52.25,F
,2461901,203,0,1814,0.289,0.698,0.323,-23.42,-33.64,-56.00,F
,246192,203,0,1808,0.352,0.578,0.303,-6.42,-33.02,-6039,F
,246194,206,0,1787,0.49,0.533,0.242,-4.00,-1516,-60.62,F
,246196,204,0,2078,0.497,0.593,0.278,3.49,23.5,-67.29,F
,2461981,203,0,1845,0.238,0.744,0.382,-.40,56.19,-74.99,F
,246199,203,0,1999,0.111,0.802,0.474,-5.64,59.90,-78.0,F
,2462001,203,0,2030,0.001,0.863,0.512,-10.58,6052,-78.7,F
,2462011,202,0,2028,-0.093,0.922,0.584,-15.42,5.94,-75.98,F
,246202,202,0,754,-0.189,0.984,0.698,-17.55,4.16,-70.10,F
,2462051,203,0,1782,-0.42,1.178,0.765,35.58,18.97,-48.70,F
,2462061,197,0,1805,-0.08,1.222,0.720,50.49,21.33,-47.5,F
,2462071,208,0,1946,-0.195,1.238,0.682,71.52,2684,-43.81,F
,2462081,206,0,793,-0.167,1.251,0.599,0.47,38.62,-39.20,F
,2462091,208,0,1855,-0.51,1.24,0.561,05.26,55.07,-30.32,F
,246210,203,0,1821,-0.70,1.260,0.406,112.97,6.08,-1996,F
,2462111,208,0,857,-0.197,1.274,0.320,109.52,82.42,-5.77,F
,246212,206,0,1815,-0.59,1.283,0.274,108.06,8.29,8.7,F
,246213,208,0,1863,-0.40,1.278,0.229,91.28,9602,20.89,F
,246214,207,0,733,-0.193,1.271,0.246,74.32,98.34,29.90,F
,246215,208,0,1847,-0.44,1.263,0.218,59.48,9909,38.3,F
,2462161,205,0,1926,-0.139,1.217,0.263,41.13,9413,43.8,F
,246218,201,0,872,-0.03,1.157,0.222,14.23,90.20,54.1,F
,2462191,205,0,1745,-0.099,1.097,0.256,2.91,91.5,57.03,F
,2462201,204,0,2011,-0.052,1.055,0.281,-4.51,9385,60.55,F
,2462211,203,0,1874,-0.015,1.003,0.315,-17.18,98.97,62.6,F
,2462231,203,0,1791,-0.05,0.918,0.430,-35.29,16.29,6645,F
,2462241,202,0,893,0.012,0.862,0.470,-9.03,106.68,67.70,F
,246225,202,0,955,0.024,0.832,0.472,-45.70,10.38,67.4,F
,2462291,208,0,1943,0.018,0.748,0.673,-49.04,8211,74.2,F
,246230,203,0,841,0.08,0.742,0.696,-49.47,75.49,74.26,F
,2462321,205,0,957,0.066,0.710,0.729,-54.25,56.63,69.7,F
,246233,206,0,794,0.01,0.680,0.731,-57.41,4434,65.73,F
,2462361,205,0,2147,0.072,0.611,0.775,-67.09,1981,53.61,F
,2462371,207,0,1737,0.00,0.616,0.782,-67.68,1778,51.9,F
,246238,202,0,799,0.011,0.628,0.792,-69.53,1828,52.6,F
,246239,201,0,1745,0.016,0.601,0.808,-70.80,1932,51.12,F
