wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,87311,0,0,1899,0.038,0.670,0.70,11.70,3.51,0.1,R
,87321,0,0,1892,0.052,0.666,0.71,11.50,2.62,-0.01,R
,87381,0,0,1866,0.008,0692,0.71,6.64,3.11,-0.78,R
,87401,0,0,1930,0.015,0697,0.74,8.58,.18,-0.04,R
,87451,0,0,1737,0.058,0693,0.74,14.54,2.13,4.05,R
,87481,0,0,1831,0.070,0678,0.709,9.79,1.86,2.28,R
,87491,0,0,2032,0.064,0678,0.710,7.25,2.13,1.77,R
,87521,0,0,1865,0.033,0681,0.736,3.33,8.64,2.61,R
,87551,0,0,1847,0.026,0711,0.769,3.70,8.45,3.67,R
,87561,0,0,1861,0.041,0703,0.73,3.44,6.77,4.44,R
,87631,0,0,1808,0.052,0653,0.726,0.67,9.14,2.06,R
,87671,0,0,1753,-0.011,.685,0.805,-7.30,10.76,7.63,R
,87711,0,0,1808,0.067,0629,0.800,-1.52,-0.45,6.99,R
,87731,0,0,1883,0.102,0619,0.759,3.07,0.53,3.59,R
,87751,0,0,1807,0.089,0614,0.746,-0.52,4.30,2.25,R
,87781,0,0,1853,0.007,0656,0.74,-9.57,9.84,3.18,R
,87811,0,0,1735,-0.040,.676,0.880,-13.11,2.42,3.99,R
,87871,,0,1786,0.067,0.614,0.89,3.73,-7.32,7.8,R
,87941,0,0,1943,0.126,0.503,0.75,-8.79,2.19,5.02,R
,87951,0,0,1929,0.124,0499,0.739,-8.75,4.10,3.04,R
,88001,0,0,1842,0.042,0555,0.838,-11.78,14.73,-1.88,R
,88021,,0,2015,0.026,0.580,0.80,-10.81,15.46,.18,R
,88101,0,0,2014,0.075,0533,0.80,1.38,.68,3.4,R
,88111,0,0,1811,0.073,0523,0.86,1.30,.18,3.4,R
,88121,0,0,1840,0.068,0519,0.89,0.37,4.55,3.48,R
,88131,0,0,1786,0.061,0507,0.89,0.00,.65,3.31,R
,88161,,0,1657,0.054,0.487,0.89,-0.79,6.87,1.71,R
,88221,0,0,1775,0.038,0490,0.84,-0.23,10.61,0.58,R
,88321,,0,1842,0.030,0487,0.86,2.02,10.33,-0.56,R
,88331,0,0,1965,0.031,0476,0.85,2.52,.94,-1.02,R
,88341,,0,1954,0.035,0473,0.888,3.01,8.65,-1.77,R
,88371,0,0,1840,0.011,0473,0.897,4.81,13.19,-1.22,R
,88391,,0,1842,0.021,0477,0.93,7.12,2.45,-177,R
,88421,,0,1837,0.001,0494,0.907,6.67,14.90,-0.44,R
,88481,0,0,1728,-0.003,.497,0.916,11.13,10.32,2.00,R
,88491,0,0,1889,-0.001,.498,0.905,10.41,10.76,2.67,R
,88501,,0,1792,-0.005,.484,0.917,9.70,9.42,2.69,R
,88601,,0,1778,-0.015,.480,0.01,11.39,7.20,160,R
,88651,,0,1728,-0.014,.480,0.917,13.8,8.12,2.09,R
,88661,,0,1856,-0.012,.480,0.18,14.1,8.23,240,R
,88671,0,0,1753,-0.010,.488,0.16,14.55,7.98,2.43,R
,88701,,0,1821,-0.015,.491,0.13,12.34,5.10,270,R
,88741,,0,1850,-0.010,.486,0.906,13.44,2.33,2.02,R
,88761,,0,1819,-0.008,.486,0.912,15.50,2.01,1.97,R
,88791,,0,1918,0.000,0488,0.894,17.88,1.22,2.14,R
,88831,0,0,1853,0.006,0494,0.84,15.30,2.09,1.96,R
,88841,,0,1773,0.018,0496,0.85,12.78,1.00,1.88,R
,88851,,0,1769,0.007,0493,0.866,12.61,2.39,2.02,R
,88881,,0,1947,-0.005,.492,0.887,12.0,3.00,1.15,R
,88911,0,0,1865,-0.011,.498,0.92,14.84,3.42,1.01,R
,88931,0,0,1781,-0.004,.503,0.884,14.77,2.59,1.36,R
,88991,0,0,1746,-0.004,.500,0.898,9.76,1.55,1.25,R
,89021,0,0,1808,-0.015,.505,0.905,14.26,2.85,1.33,R
,89041,0,0,1877,-0.018,.508,0.905,16.1,2.04,174,R
,89061,,0,1738,-0.020,.520,0.893,16.6,0.93,2.76,R
,89101,0,0,1868,0.010,0499,0.85,13.35,-2.37,3.74,R
,89171,0,0,1858,0.011,0489,0.864,12.09,3.43,2.09,R
,89201,0,0,1691,0.006,0499,0.881,9.94,2.16,1.77,R
,89221,,0,1808,0.008,0497,0.890,9.56,.10,1.1,R
,89451,0,0,1747,0.016,0484,0.81,13.06,-0.20,3.71,R
,89461,0,0,1600,0.019,0486,0.85,12.58,-0.51,347,R
,89611,0,0,1802,0.044,0473,0.87,4.29,-1.44,2.8,R
,89661,0,0,1863,0.033,0469,0.91,1.82,-2.75,-1.66,R
,89671,0,0,1789,0.018,0475,0.95,1.62,-0.49,-108,R
,89681,0,0,1756,0.016,0476,0.924,1.01,0.62,-0.06,R
,89701,0,0,1837,0.011,0491,0.91,3.62,1.71,0.69,R
,89751,0,0,1662,0.002,0494,0.939,7.88,4.75,-0.33,R
,89761,0,0,1861,0.006,0500,0.99,9.99,-4.32,-0.21,R
,89801,0,0,1787,0.002,0492,0.97,10.46,-4.31,3.18,R
,89901,0,0,1842,0.075,0444,0.858,8.35,2.00,4.58,R
,89971,0,0,1947,0.085,0444,0.81,4.78,2.06,2.86,R
,89991,0,0,1802,0.080,0441,0.901,3.76,.61,2.73,R
,90031,0,0,1894,0.067,0446,0.920,6.48,7.34,2.67,R
,90041,0,0,1853,0.061,0446,0.917,6.92,.65,2.34,R
,90121,0,0,1872,0.060,0428,0.96,8.55,8.45,5.74,R
,90131,0,0,1798,0.048,0436,0.95,9.97,8.04,4.26,R
,90241,0,0,1836,0.063,0427,0.926,15.90,5.69,2.38,R
,90491,,0,1811,0.047,0448,0.923,12.11,3.05,-0.84,R
,90501,0,0,1922,0.048,0448,0.925,11.86,2.16,-066,R
,90541,0,0,1796,0.051,0436,0.924,10.12,2.55,1.5,R
,90571,0,0,1904,0.058,0431,0.925,13.12,2.26,0.21,R
,90601,,0,1855,0.063,0.417,0.96,8.99,-2.72,-278,R
,90621,,0,1839,0.061,0413,0.931,6.29,-3.77,-2.53,R
,90751,0,0,1719,-0.017,.428,1.167,-16.7,-35.53,-8.50,
,90821,0,0,2319,0.030,0329,1.219,-3.23,-81.42,-26.33,R
,90871,0,0,240,0.022,0.307,1.19,21.50,-76.90,-35.33,R
,90901,,0,0,0.019,0.24,1.009,34.29,-82.61,-42.53,R
,90911,0,0,474,.053,0.50,0.949,40.41,-81.97,-45.92,R
,90941,0,0,612,.082,0.282,0.832,48.41,-66.90,-6.49,R
,90951,0,0,125,.081,0.296,0.806,49.99,-62.69,-59.10,R
,91021,,0,2339,0.126,0483,0.714,21.73,-36.32,-59.11,R
,91061,,0,2240,0.175,0495,0.732,16.17,-31.18,-54.96,R
,91221,,0,2091,0.256,0.329,0.79,8.60,-28.28,-8.69,R
,91251,,0,1996,0.298,0.250,0.772,1.61,-31.84,-92.87,R
,91261,0,0,1993,0.322,0235,0.777,0.43,-31.24,-98.79,R
,91301,,0,1935,0.315,0.271,0.749,5.04,-27.82,-128.93,R
,91321,,0,1861,0.302,0.335,0.75,3.96,-30.19,-142.73,R
,91401,0,0,1791,0.153,0740,0.791,-21.66,-16.95,-143.66,R
,91541,,0,1835,-0.180,.969,0.884,-0.81,-3.53,-44.06,R
,91571,,0,1823,-0.152,0.896,0.877,7.54,-27.61,-25.75,R
,91591,0,0,1777,-0.125,.832,0.848,16.4,-33.10,-16.46,
,91661,,0,1661,-0.061,.657,0.777,27.99,-14.40,9.05,R
,91691,,0,1826,-0.028,.578,0.788,20.0,-13.99,14.44,R
,91711,0,0,1673,0.018,0551,0.779,19.04,-16.25,13.54,R
,91741,,0,1847,0.057,0.515,0.786,15.02,-13.68,11.70,R
,91751,,0,1781,0.067,0511,0.796,13.85,-9.64,1.96,R
,91771,,0,1915,0.068,0491,0.807,9.33,-0.40,1313,R
,91881,,0,1807,0.052,0513,0.772,8.15,24.87,-3.40,R
,91891,0,0,1888,0.041,0511,0.773,5.91,24.29,-5.02,R
,91911,,0,1833,0.035,0519,0.794,4.98,2.48,-8.40,R
,92071,0,0,1809,-0.031,0.553,0.929,-0.64,22.04,16.08,R
,92161,,0,1879,-0.094,0.547,1.001,11.8,17.10,-8.67,R
,92201,,0,1891,-0.106,.584,0.948,32.7,21.80,-6.33,R
,92231,,0,1983,-0.104,0.627,0.876,48.2,26.26,-3.01,R
,92251,0,0,1997,-0.126,.673,0.816,50.9,29.60,0.26,R
,92261,,0,1915,-0.139,.697,0.790,49.56,30.01,2.69,R
,92321,,0,1921,-0.170,0.772,0.695,45.9,37.05,19.74,R
,92331,,0,1917,-0.184,.781,0.681,52.02,40.97,2.38,R
,92341,0,0,1857,-0.193,.788,0.47,59.36,46.13,5.36,R
,92421,,0,1955,-0.274,0.882,0.435,61.5,115.29,59.56,R
,92431,,0,1859,-0.289,0.875,0.429,54.7,125.23,63.19,R
,92531,,0,1726,-0.240,.678,0.563,-16.33,156.65,78.95,
,92621,	bbjrbrrbjr¢brbrbRJH92631,,0,1707-0.444,0.593,0.716,-30.0,110.35,67.74,
,92731,,0,1716,-0.275,.475,0.594,-39.65,69.65,60.64,R
,92851,,0,1754,-0.336,.611,0.12,-6.49,29.40,1.21,R
,92861,,0,1891,-0.344,0.600,0.788,6.22,40.93,29.91,R
,92871,,0,1936,-0.358,.601,0.760,17.91,49.94,30.08,R
,92991,,0,1946,-0.379,0.615,0.837,15.8,47.39,36.00,R
,93041,,0,1710,-0.423,.711,0.53,33.16,38.62,5.33,R
