wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,310981,870,0,495,-0.08,-0.408,0.885,-22.39,29.93,-4742,R
,311031,868,0,3810,0.086,-0.321,0.741,-6.91,2169,-48.0,R
,311081,831,0,4095,-0.130,-0.34,1.371,-39.75,36.74,-21.31,R
,311151,750,0,3820,-0.077,-0.264,1.569,0.41,2.10,1.71,R
,311201,773,0,4095,0.013,-0.251,1.160,2.70,-1436,11.0,R
,311221,775,0,4095,-0.000,-0.28,1.115,10.56,-1.21,17.23,R
,311251,773,0,3815,-0.07,-0.346,1.079,11.77,-2.09,21.0,R
,311431,912,0,310,-0.171,-0.377,0.941,6.10,-4.05,31.3,R
,311481,821,0,4095,-0.31,-0.674,0.614,52.12,-34.51,29.0,R
,311611,981,0,3810,-0.17,-0.465,0.756,-8.26,25.72,-11.7,R
,311621,981,0,4095,-0.171,-0.46,0.771,-10.91,2.04,-1358,R
,311631,979,0,311,-0.152,-0.468,0.807,-10.33,2.70,-14.67,R
,311811,873,0,3812,-0.05,-0.406,0.810,-28.36,1.52,-34.10,R
,312021,896,0,4095,0.02,-0.298,1.153,12.76,-20.54,7.23,R
,312031,905,0,3818,0.007,-0.302,1.112,12.91,-2208,8.84,R
,312081,890,0,4095,-0.01,-0.350,1.095,16.09,-30.57,19.10,R
,312171,629,0,3819,-0.17,-0.338,1.078,16.06,-1.59,47.0,R
,312261,737,0,4095,-0.22,-0.436,0.858,35.98,-4.94,36.8,R
,312351,662,0,3819,-0.082,-0.50,0.379,.86,-31.92,3.10,R
,312601,923,0,4095,-0.022,-0.442,0.854,30.74,3.33,-41.23,R
,312631,959,0,3824,-0.007,-0.46,0.859,-35.49,2.73,-44.39,R
,312641,944,0,495,-0.010,-0.43,0.857,-36.89,2.76,-4387,R
,312651,912,0,324,-0.007,-0.441,0.877,-37.23,3.24,-4287,R
,312681,881,0,4095,0.018,-0.427,0.843,-3.50,33.78,-38.24,R
,312691,896,0,3814,0.039,-0.409,0.875,-8.52,35.38,-38.33,R
,312701,880,0,4095,-0.03,-0.375,0.911,-19.47,3.63,-3754,R
,312731,857,0,3825,-0.00,-0.327,1.257,-48.83,4.30,-26.64,R
,312761,672,0,4095,-0.227,-0.381,1.507,25.96,42.71,-10.76,R
,312781,713,0,4095,-0.191,-0.319,1.556,-2.63,33.96,-5.54,R
,312791,797,0,3824,-0.16,-0.300,1.522,-3.03,2781,-5.09,R
,312831,741,0,3821,-0.097,-0.321,1.321,-7.82,-117,-1.6,R
,312881,647,0,4095,-0.050,-0.347,1.076,10.01,-1.29,-1.81,R
,312891,647,0,3824,-0.021,-0.349,1.063,8.97,-13.21,2.95,R
,312901,644,0,4095,0.00,-0.355,1.031,4.68,-11.5,4.68,
,312931,619,0,324,-0.061,-0.403,1.060,.72,-14.98,7.58,R
,312991,751,0,324,-0.059,-0.37,1.023,18.71,-24.31,20.0,R
,313001,758,0,4095,-0.076,-0.352,1.047,8.48,-23.99,23.12,R
,313061,789,0,495,-0.117,-0.41,1.092,14.03,-2.88,31.5,R
,313151,903,0,3814,-0.191,-0.491,1.032,8.54,-4.60,26.58,R
,313171,846,0,318,-0.195,-0.48,0.921,9.98,-42.57,27.73,R
,313181,801,0,4095,-0.175,-0.484,0.873,5.58,-39.70,29.42,R
,313211,720,0,321,-0.113,-0.43,0.740,46.53,-3.62,25.9,R
,313251,832,0,321,-0.102,-0.395,0.690,34.36,-3.47,20.1,R
,313531,710,0,314,-0.07,-0.346,1.107,2.19,-1341,30.4,R
,313561,707,0,4095,-0.000,-0.296,1.073,7.84,-22.89,31.23,R
,313671,848,0,3818,0.037,-0.253,0.723,29.31,-31.34,5.23,R
,313691,827,0,3802,-0.075,-0.266,0.641,5.17,-2.32,10.72,R
,313711,851,0,3815,0.215,-0.013,0.309,-.62,-3.46,5.29,R
,313741,758,0,495,-0.19,-0.362,0.527,.09,3.1,4.43,R
,313831,807,0,325,-0.09,-0.424,0.708,21.73,3.99,-1509,R
,314051,1244,0,3818,0.040,-0.41,0.885,-40.80,22.71,-42.15,R
,314251,1043,0,823,-0.003,-0.31,1.194,7.81,-27.18,11.1,R
,314261,1044,0,095,0.05,-0.340,1.149,.83,-3851,9.27,R
,314271,1008,0,818,0.05,-0.362,1.117,0.97,-4.42,11.70,R
,314331,1139,0,817,-0.029,-0.383,1.103,9.49,-2.94,36.05,R
,314471,1079,0,814,-0.107,-0.679,1.052,-11.73,59.34,2.91,R
,314501,1087,0,095,-0.063,-0.683,0.857,-11.85,71.30,10.10,R
,314671,803,0,3811,-0.06,-0.428,0.488,-44.68,5.63,-25.16,R
,314681,805,0,495,-0.135,-0.405,0.511,45.72,1.27,-22.93,R
,314751,806,0,3811,0.00,-0.481,0.653,-19.90,8.13,-13.8,R
,314781,850,0,495,0.076,-0.479,0.666,-25.15,2448,-14.47,R
,314881,931,0,495,0.237,-0.581,0.670,-7.85,2547,-10.8,R
,314911,954,0,3812,0.24,-0.628,0.685,-30.36,7.57,-25.87,R
,314931,1005,0,810,0.289,-0.477,0.856,41.20,1.50,-2025,R
,314981,1168,0,4095,0.06,-0.652,1.430,-22.88,19.12,-8.42,R
,315011,1203,0,3819,0.04,-0.60,1.629,-5.61,1668,-0.5,R
,315101,1205,0,4095,0.13,-0.549,1.021,25.57,-1.50,13.9,R
,315141,1201,0,095,0.152,-0.585,0.956,.86,-3598,15.2,R
,315221,1230,0,4095,0.080,-0.586,0.946,13.22,-4.92,27.13,R
,315351,994,0,3823,0.029,-0.647,0.490,3.32,-37.17,29.6,R
,315401,1008,0,4095,0.156,-0.647,0.236,6.76,-36.69,6.98,R
,315551,1071,0,823,0.027,-0.68,0.680,-8.83,4041,-17.3,R
,315601,1014,0,095,0.056,-0.63,0.719,-9.88,4248,-20.82,R
,315861,1243,0,4095,0.12,-0.509,1.538,15.60,-5.59,2.55,R
,315951,1218,0,823,0.202,-0.55,1.045,14.41,-3.69,30.62,R
,316021,1212,0,4095,0.160,-0.643,1.029,6.33,-29.23,49.70,R
,316031,1209,0,3822,0.140,-0.665,1.029,11.66,-3.97,47.1,R
