wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,8941,0,0,1910,-0.316,0.385,0.915,7.53,-3.35,-0.88,R
,8961,0,0,1877,-0.280,0.403,0.889,10.09,-0.39,2.89,R
,8971,0,0,1842,0.265,0.408,0.890,10.98,2.05,4.96,R
,8991,0,0,1899,0.256,0414,0.896,12.75,6.51,7.66,R
,9031,0,0,1855,-0.281,0.391,0.914,1.24,5.08,6.62,R
,9051,0,0,1859,0.288,0.359,0.98,0.06,4.68,5.03,R
,9061,0,0,1905,-0.298,0.343,0.930,2.17,5.72,5.11,R
,9071,0,0,1854,-0.304,0.343,0.934,5.59,6.51,5.14,R
,9081,0,0,1895,0.313,0.341,0.915,6.64,6.38,5.08,R
,9091,0,0,1890,0.326,0344,0.91,4.78,3.69,2.93,R
,9111,0,0,1863,-0.334,0.325,0.885,0.52,-2.79,-0.34,R
,9131,0,0,1919,0.316,0304,0.82,2.26,-0.05,-037,R
,9141,0,0,1871,-0.311,0312,0.86,5.25,4.86,0.50,R
,9151,0,0,1909,0.316,0.333,0.890,7.25,9.60,1.78,R
,9171,0,0,1887,0.335,0.375,0.901,4.24,11.41,1.47,R
,9191,0,0,1866,0.340,0.385,0.908,-1.18,3.25,-0.14,R
,9211,0,0,1953,-0.318,0383,0.896,-1.88,-1.44,-1.12,R
,9231,0,0,1936,-0.300,0384,0.81,1.92,-0.31,-0.69,R
,9241,0,0,1899,-0.291,0.389,0.876,3.88,1.58,0.77,R
,9251,0,0,1882,0.291,0417,0.88,5.42,.54,1.9,R
,9261,0,0,1903,0.289,0431,0.83,4.38,6.12,2.13,R
,9271,0,0,1927,0.285,0428,0.81,1.07,6.63,2.4,R
,9281,0,0,1904,-0.288,0.419,0.875,-0.69,7.64,3.72,R
,9291,0,0,1904,0.288,0417,0.82,-2.25,8.62,4.57,R
,9301,0,0,1905,-0.280,0.405,0.878,-2.84,10.12,5.02,R
,9311,0,0,1869,0.279,0.400,0.85,-4.02,10.44,4.50,R
,9321,0,0,1919,-0.286,0.392,0.893,-4.40,9.90,4.1,R
,9331,0,0,1828,-0.283,0.384,0.895,-4.03,9.70,4.47,R
,9341,0,0,1952,-0.283,0.385,0.898,-3.07,9.03,4.89,R
,9351,0,0,1919,-0.282,0.379,0.897,-2.34,9.98,5.83,R
,9361,0,0,1959,0.283,0377,0.83,-1.60,11.96,7.08,R
,9371,0,0,1815,-0.287,0.381,0.899,-1.59,14.50,7.92,R
,9381,0,0,1902,-0.289,0378,0.94,-2.43,16.99,836,R
,9391,0,0,1904,-0.293,0377,0.898,-5.22,18.59,8.48,R
,9401,0,0,1957,-0.304,0.358,0.892,-9.48,19.50,6.89,R
,9411,0,0,1904,-0.303,0.341,0.83,-13.76,18.28,4.35,R
